Speaker,Topic Thoughts,Sentiment,Labels,Category
Deputy Shane Ross,The speaker acknowledges the challenge of reducing carbon emissions and supports ambitious targets for electric vehicles to aid environmental efforts.,Support,"Deputy (TD), Minister for Transport, Tourism and Sport (Former), Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Mattie McGrath,The speaker emphasizes the importance of face-to-face contact for vulnerable individuals within the community.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Alan Farrell,The speaker emphasizes the need for government proposals to bridge the affordability gap for home upgrades to reduce carbon footprints.,Support,"Deputy (TD), Fine Gael, Dublin Fingal",Political Party
Deputy Danny Healy-Rae,"The speaker expresses a strong commitment to sustainability in agriculture, highlighting the ambition and efforts of Irish farmers to produce food sustainably.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Jackie Cahill,The speaker believes that carbon sequestration from grasslands must be fairly measured and recognized in the context of agriculture's contribution to emissions reduction.,Neutral,"Deputy and Spokesperson on Food and Horticulture, Fianna Fáil, Tipperary",Political Party
Deputy Jackie Cahill,The speaker emphasizes the need for fair measurement of carbon sequestration in agriculture to ensure equity in climate action.,Support,"Deputy and Spokesperson on Food and Horticulture, Fianna Fáil, Tipperary",Political Party
Deputy Paul Murphy,The speaker advocates for a rapid transition to a zero-carbon economy by 2030.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Paul Murphy,The speaker believes that the current agricultural model is unsustainable and advocates for a shift towards sustainable farming practices that prioritize food sovereignty and support farmers financially for carbon sequestration.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Mick Barry,"The speaker strongly advocates for climate action and criticizes the Green Party for voting against a moratorium on data centres, highlighting the need for more decisive measures.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Verona Murphy,The speaker believes that the carbon budget could harm Irish agriculture and that the focus should be on balancing decarbonization with economic viability.,Oppose,"Deputy (TD) for Wexford, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Verona Murphy,The speaker believes that the looming carbon budget could undermine Irish agriculture and that the focus should be on balancing decarbonization with economic viability.,Oppose,"Deputy (TD) for Wexford, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Richard Bruton,The speaker believes there is a climate emergency that is not being adequately addressed by others who deflect responsibility.,Oppose,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,The speaker believes there is a climate emergency that is not being adequately addressed by the House.,Oppose,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,"Carbon dioxide is toxic and is damaging our planet, necessitating urgent action to reduce emissions.",Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Richard Bruton,"Carbon dioxide is toxic and is killing our planet, necessitating urgent action to reduce emissions.",Support,"Deputy (TD), Fine Gael, Dublin Bay North",Political Party
Deputy Ruairí Ó Murchú,The speaker expresses concern about the impact of carbon taxes on individuals and the lack of alternatives available to them.,Oppose,"Deputy (TD), Sinn Féin, Louth",Political Party
Deputy Darren O’Rourke,Sinn Féin supports a carbon neutral society by no later than 2050 and opposes new fossil fuel infrastructure that impedes this goal.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Sinn Féin, Meath",Political Party
Deputy Richard O’Donoghue,"The speaker believes that the rural development policy is failing to support necessary infrastructure for development in rural areas, hindering the revitalization of communities.",Oppose,"Deputy (TD), Independent, Limerick",Political Party
Deputy Richard O’Donoghue,The speaker believes there is a disconnect between rural development policy and actual support for infrastructure and housing in rural areas.,Oppose,"Deputy (TD), Independent, Limerick",Political Party
Deputy Richard O’Donoghue,The speaker expresses concern over the disconnect between government rural development policies and actual support for infrastructure and housing in rural areas.,Oppose,"Deputy (TD), Independent, Limerick",Political Party
The Taoiseach,The speaker supports strong rural development through housing initiatives and infrastructure investment.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,"The speaker supports rural development through significant investment in housing, infrastructure, and community revitalization.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker supports strong investment and development of homes and infrastructure in rural areas to enhance community growth.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Paul Murphy,The speaker advocates for the importance of investing in green jobs to support a transition to a zero-carbon economy.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Mary Lou McDonald,The speaker emphasizes the need for stronger just transition provisions in legislation to effectively reduce emissions while supporting socially sustainable jobs.,Support,"President, Sinn Féin, Dublin Central",Political Party
Deputy Mick Barry,The speaker advocates for massive investment in renewable energy and opposes the government's policies of privatisation and outsourcing that undermine worker morale in the electricity sector.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
The Taoiseach,"The speaker supports a just transition to a low-carbon future, emphasizing the need for alternative job creation and investment in affected regions.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The transition to a low-carbon future is essential and will create both opportunities and challenges for society.,Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,"The speaker supports a just transition to a low-carbon future, emphasizing the need for alternative employment and investment in sustainable projects.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Johnny Mythen,"The speaker emphasizes the importance of a just transition to carbon neutrality, particularly for rural farmers and coastal areas.",Support,"Deputy (TD), Sinn Féin, Wexford",Political Party
Deputy Johnny Mythen,"The speaker emphasizes the importance of a just transition to carbon neutrality, particularly for rural communities.",Support,"Deputy (TD), Sinn Féin, Wexford",Political Party
Deputy Neale Richmond,The speaker emphasizes the potential for carbon farming and the opportunities it presents within the legislation.,Support,"Spokesperson on European Affairs, Fine Gael, Dublin",Political Party
Deputy Neale Richmond,The speaker supports the integration of carbon farming and sees it as a vital opportunity within the legislation.,Support,"Spokesperson on European Affairs, Fine Gael, Dublin",Political Party
Deputy Michael Collins,"The speaker opposes carbon taxes, viewing them as an attack on rural Ireland and detrimental to the cost of living.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,The speaker views the carbon tax as an attack on rural Ireland and is opposed to it.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,The speaker believes the government's carbon tax and climate policies are detrimental to rural Ireland.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,The speaker believes the government's carbon tax and related policies unfairly penalize rural Ireland.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker opposes the government's carbon tax, viewing it as a penalty on rural Ireland.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Francis Noel Duffy,The speaker advocates for reducing carbon emissions through sustainable practices and legislation.,Support,"Deputy (TD), Green Party, Dublin",Political Party
Deputy Francis Noel Duffy,The speaker advocates for reducing carbon emissions through sustainable practices and policies.,Support,"Deputy (TD), Green Party, Dublin",Political Party
Deputy David Stanton,The speaker expresses concern about the funding and infrastructure issues related to Irish Water affecting housing development.,Oppose,"Deputy (TD), Fine Gael, Cork",Political Party
Deputy David Stanton,"The speaker expresses concern about the funding and infrastructure issues faced by Irish Water, impacting housing development.",Oppose,"Deputy (TD), Fine Gael, Cork",Political Party
Deputy Malcolm Noonan,The speaker supports significant investment in water infrastructure to improve quality and capacity.,Support,"Deputy (TD), Minister of State for Heritage and Electoral Reform, Department of Housing, Local Government and Heritage","Department of Housing, Local Government and Heritage"
Deputy David Stanton,The speaker emphasizes the critical need for improved water infrastructure to enable housing development in towns.,Support,"Deputy (TD), Fine Gael, Cork",Political Party
Deputy James O’Connor,"The speaker expresses a strong concern about the waste water treatment plant issue in Mitchelstown, emphasizing its negative impact on housing developments and the community's access to homes.",Oppose,"Deputy (TD), Fianna Fáil, Cork",Political Party
Deputy Darragh O’Brien,"The speaker acknowledges the need for improved water treatment and capacity, particularly in rural areas, and emphasizes the importance of funding and delivery.",Support,"Deputy (TD), Deputy for Dublin Fingal and Minister for Housing, Local Government and Heritage, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Darragh O’Brien,The speaker emphasizes the need for improved waste water and fresh water capacity to support housing delivery.,Support,"Deputy (TD), Deputy for Dublin Fingal and Minister for Housing, Local Government and Heritage, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy James O’Connor,The speaker expresses frustration over inadequate water infrastructure and funding in Cork East.,Oppose,"Deputy (TD), Fianna Fáil, Cork",Political Party
Deputy James O’Connor,The speaker expresses frustration over inadequate water infrastructure and funding for their constituency.,Oppose,"Deputy (TD), Fianna Fáil, Cork",Political Party
Deputy Peter Burke,The speaker emphasizes the importance of towns and villages as vibrant locations for community interaction and cultural hubs.,Support,"Deputy (TD) and Minister of State at the Department of Housing, Local Government and Heritage, Fine Gael, Department of Housing, Local Government and Heritage",Political Party
Deputy Peter Burke,The speaker emphasizes the importance of creating viable opportunities for communities to thrive and engage in remote working.,Support,"Deputy (TD) and Minister of State at the Department of Housing, Local Government and Heritage, Fine Gael, Department of Housing, Local Government and Heritage",Political Party
Deputy Peter Burke,The speaker emphasizes the importance of providing viable opportunities for communities to engage in remote working and thrive.,Support,"Deputy (TD) and Minister of State at the Department of Housing, Local Government and Heritage, Fine Gael, Department of Housing, Local Government and Heritage",Political Party
Deputy Peter Burke,The speaker emphasizes the importance of providing viable opportunities for communities to thrive and engage in remote working.,Support,"Deputy (TD) and Minister of State at the Department of Housing, Local Government and Heritage, Fine Gael, Department of Housing, Local Government and Heritage",Political Party
Deputy Martin Kenny,The speaker supports enhancing the role of credit unions in rural development to provide necessary financial support for housing and community needs.,Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Martin Kenny,The speaker advocates for enhancing the role of credit unions in supporting rural development and addressing housing needs.,Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Martin Kenny,"The speaker supports rural development through the credit union movement, emphasizing its vital role in community survival and housing finance.",Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Chris Andrews,The speaker emphasizes the vital role of credit unions in supporting and maintaining local communities amidst economic challenges.,Support,"Deputy (TD), Sinn Féin, Dublin",Political Party
Deputy Chris Andrews,The speaker commends the role of credit unions in supporting the community and emphasizes the urgent need for government action to ensure their sustainability.,Support,"Deputy (TD), Sinn Féin, Dublin",Political Party
Deputy Patricia Ryan,The speaker advocates for supporting credit unions as a model of community banking.,Support,"Deputy (TD) for Kildare South, Sinn Féin, Kildare",Political Party
Deputy Patricia Ryan,The speaker supports credit unions as essential community banking institutions that need to be strengthened.,Support,"Deputy (TD) for Kildare South, Sinn Féin, Kildare",Political Party
Deputy Martin Browne,The speaker values credit unions for their strong community involvement and member-focused approach.,Support,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Deputy Martin Browne,The speaker emphasizes the importance of credit unions in fostering community engagement and support.,Support,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Deputy Martin Browne,The speaker expresses strong support for credit unions as community-centered institutions that prioritize people over profit.,Support,"Deputy (TD), Sinn Féin, Tipperary",Political Party
Deputy Thomas Pringle,The speaker emphasizes the vital role of community banking through credit unions in supporting local needs and fostering trust.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker emphasizes the vital role of community banking through credit unions in supporting local needs and fostering trust within communities.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Thomas Pringle,The speaker emphasizes the vital role of community banking through credit unions in supporting local needs and fostering trust among constituents.,Support,"Deputy (TD), Independent, Donegal",Political Party
The Taoiseach,"The carbon tax is not responsible for inflation, which is driven by external global factors.",Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,"The carbon tax is not responsible for inflation, which is driven by global external factors.",Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Róisín Shortall,"The speaker criticizes the government's commitment to reducing emissions, questioning the sincerity and feasibility of their targets.",Oppose,"Deputy (TD), Co Leader, Social Democrats, Dublin North West",Political Party
Deputy Róisín Shortall,"The speaker expresses skepticism about the government's commitment to reducing emissions, particularly in agriculture and transport, highlighting inconsistencies in their plans.",Oppose,"Deputy (TD), Co Leader, Social Democrats, Dublin North West",Political Party
The Taoiseach,"The speaker rejects the notion that climate change can only be addressed by dismantling the current political and economic systems, emphasizing the need for collective action and innovative approaches in agriculture.",Oppose,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker supports carbon taxation as a means to disincentivize fossil fuel use and fund home retrofitting for sustainability.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Sean Sherlock,The speaker expresses concern over the discharge of raw sewage and its impact on communities.,Oppose,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Sean Sherlock,The speaker expresses concern about the discharge of raw sewage and its implications for communities.,Oppose,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Jennifer Whitmore,The speaker believes that agriculture significantly contributes to emissions and that farmers need proper leadership and support to meet climate targets.,Support,"Spokesperson on Climate Action, Communications Networks and Transport, Social Democrats, Wicklow",Political Party
Deputy Danny Healy-Rae,The speaker expresses concern that current conditions threaten the economic viability of farmers due to rising costs and potential herd reductions.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,The speaker expresses concern about the economic viability of farmers due to rising fertiliser prices and potential herd reductions.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
The Taoiseach,The speaker acknowledges the importance of carbon-efficient travel and supports proposals for rural transport development.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker acknowledges the importance of carbon-efficient travel and supports the development of active transport initiatives.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker acknowledges the need for action on rising greenhouse gas emissions and emphasizes the importance of collective responsibility in addressing climate change.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Richard Boyd Barrett,The speaker opposes the increase of carbon tax and advocates for its abandonment to alleviate financial burdens on ordinary people.,Oppose,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Danny Healy-Rae,The speaker emphasizes the importance of supporting coastal communities affected by fishing restrictions and rising costs.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,The speaker emphasizes the importance of supporting coastal communities affected by fishing restrictions.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Peter Fitzpatrick,The speaker expresses concern that the increasing carbon tax is contributing to unsustainable energy costs.,Oppose,"Deputy (TD), Independent, Louth",Political Party
Deputy Patricia Ryan,"The speaker opposes the government's carbon tax, viewing it as unjust and detrimental to rural Ireland.",Oppose,"Deputy (TD) for Kildare South, Sinn Féin, Kildare",Political Party
Deputy Danny Healy-Rae,"The speaker strongly opposes the carbon tax, viewing it as discriminatory and harmful to rural communities and farmers.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Danny Healy-Rae,"The speaker strongly opposes the carbon tax, viewing it as punitive and harmful to rural communities and farmers.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Martin Kenny,The speaker advocates for increased investment in rural areas to address long-standing issues and improve living conditions.,Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Martin Kenny,The speaker advocates for increased investment in rural areas to address healthcare and economic challenges.,Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Martin Kenny,The speaker emphasizes the need for increased investment in rural areas to address ongoing challenges and improve living conditions.,Support,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Minister of State at the Department of Finance (Deputy Sean Fleming),Glenisk has taken action to reduce its climate footprint and has achieved carbon-neutral packaging.,Support,"Deputy (TD), Department of Finance",Department of Finance
Minister of State at the Department of Finance (Deputy Sean Fleming),Glenisk has taken action to achieve carbon neutrality in its packaging.,Support,"Deputy (TD), Department of Finance",Department of Finance
Minister of State at the Department of Finance (Deputy Sean Fleming),The company has taken action to achieve carbon neutrality in its packaging.,Support,"Deputy (TD), Department of Finance",Department of Finance
Deputy Brian Stanley,"The speaker supports low carbon initiatives, highlighting local products with low carbon miles as part of the green economy.",Support,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Joe O’Brien,"The speaker supports rural development as a fundamental objective of the Government, emphasizing the importance of infrastructure and safety for island communities.",Support,"Deputy (TD), Minister of State for Community Development and Charities, Green Party, Dublin Fingal",Political Party
Deputy Joe O’Brien,The Government prioritizes the sustainability of communities on the islands through infrastructure support and development projects.,Support,"Deputy (TD), Minister of State for Community Development and Charities, Green Party, Dublin Fingal",Political Party
Deputy Róisín Shortall,"The speaker believes that the proliferation of data centres poses a significant threat to climate targets and energy stability, advocating for a moratorium on their development to assess their impact.",Oppose,"Deputy (TD), Co Leader, Social Democrats, Dublin North West",Political Party
Deputy Mairéad Farrell,"The speaker criticizes the government's approach to data centres, arguing that it undermines efforts towards achieving climate targets and expresses the need for serious climate action.",Oppose,"Deputy (TD), Sinn Féin, Galway",Political Party
Deputy Imelda Munster,"The speaker criticizes the government's approach to emissions, stating it undermines targets and prioritizes big tech over environmental concerns.",Oppose,"Deputy (Member of Parliament), Sinn Féin, Louth",Political Party
Deputy Richard Boyd Barrett,The speaker believes that carbon emissions from data centres contribute significantly to the climate emergency and should be addressed.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Michael Collins,"The speaker expresses strong opposition to carbon taxes, highlighting their negative impact on rural families and agriculture.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Michael Collins,"The speaker expresses strong opposition to carbon taxes, arguing they harm rural families and agriculture.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Richard O’Donoghue,"The speaker believes that the government's focus on emissions reduction is disproportionately impacting rural areas, particularly through pressures on farming and rising electricity costs.",Oppose,"Deputy (TD), Independent, Limerick",Political Party
Deputy Richard O’Donoghue,The speaker believes that emissions reduction efforts are unfairly targeting rural areas while ignoring the impact of data centres on electricity supply.,Oppose,"Deputy (TD), Independent, Limerick",Political Party
Deputy John Lahart,The speaker expresses concern about the amount of water used by data centres and mentions AWS's investigation into using brown water for cooling.,Oppose,"Deputy for Dublin South West, Fianna Fáil, Dublin",Political Party
Deputy John Lahart,The speaker is conscious of water usage and mentions the investigation into using brown water for cooling data centres.,Neutral,"Deputy for Dublin South West, Fianna Fáil, Dublin",Political Party
Deputy Richard O’Donoghue,The speaker believes that the government is neglecting rural development by prioritizing investment in cities over towns and villages.,Oppose,"Deputy (TD), Independent, Limerick",Political Party
Deputy Richard O’Donoghue,"The speaker believes that the government is neglecting rural development by focusing investment on cities, hindering growth in towns and villages.",Oppose,"Deputy (TD), Independent, Limerick",Political Party
The Taoiseach,The speaker supports funding for towns and villages through the rural communities development project.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Mary Lou McDonald,The speaker emphasizes the need for better support and funding for community services and family carers to improve their quality of life and care.,Support,"President, Sinn Féin, Dublin Central",Political Party
Deputy Mary Lou McDonald,The speaker emphasizes the importance of community services and the need for recognition and support for their work.,Support,"President, Sinn Féin, Dublin Central",Political Party
Deputy Jackie Cahill,The speaker emphasizes the need for significant investment in water infrastructure to improve water quality.,Support,"Deputy and Spokesperson on Food and Horticulture, Fianna Fáil, Tipperary",Political Party
Deputy Jackie Cahill,The speaker emphasizes the need for significant investment in water infrastructure to improve water quality and support housing development.,Support,"Deputy and Spokesperson on Food and Horticulture, Fianna Fáil, Tipperary",Political Party
Deputy Marc Ó Cathasaigh,The speaker emphasizes the importance of community engagement in the development of town centers and revitalizing rural areas.,Support,"Deputy (TD), Green Party, Waterford",Political Party
Deputy Marc Ó Cathasaigh,The speaker emphasizes the importance of community engagement in the development of town centres and revitalizing rural areas.,Support,"Deputy (TD), Green Party, Waterford",Political Party
Deputy Richard O’Donoghue,The speaker advocates for increased water capacity in Limerick to support housing development.,Support,"Deputy (TD), Independent, Limerick",Political Party
Deputy Darren O’Rourke,The speaker believes there is full resistance from the community to the project and questions the effectiveness of community engagement.,Oppose,"Spokesperson on Climate Action, Communications Networks and Transport, Sinn Féin, Meath",Political Party
Deputy Ossian Smyth,Community engagement is essential for major infrastructural projects to ensure fairness and acceptance.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ivana Bacik,The speaker supports the transition to a carbon-neutral economy through renewable energy technologies and electrification.,Support,"Deputy (TD), Spokesperson on Children, Disability, Equality and Integration, Labour Party, Dublin Bay South",Political Party
Deputy Ossian Smyth,The speaker supports a commitment to reduce greenhouse gas emissions by 51% over the next decade.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ossian Smyth,The speaker supports a significant reduction in emissions and aims for a climate-neutral economy by 2050.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ossian Smyth,The speaker emphasizes the importance of reducing greenhouse gas emissions and achieving climate neutrality by 2050 through effective management of land use and forestry.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ossian Smyth,The speaker believes agriculture has the potential to sequester carbon and become both environmentally and financially sustainable.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ossian Smyth,The speaker believes that agriculture has the potential to sequester carbon and become both environmentally and financially sustainable.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Ossian Smyth,The speaker acknowledges the negative perception of agriculture in climate discussions but emphasizes its potential for opportunity and sustainability.,Support,"Deputy (TD), Minister of State for Public Procurement and eGovernment, Green Party, Dún Laoghaire",Political Party
Deputy Martin Kenny,The speaker opposes mining exploration due to its high carbon impact on society and calls for the government to abandon policies that encourage it.,Oppose,"Spokesperson on Justice and Equality, and Deputy for Sligo Leitrim, Sinn Féin, Leitrim",Political Party
Deputy Hildegarde Naughton,The speaker supports the implementation of a carbon tax as an important contribution to addressing climate change.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The speaker supports a strategic framework aimed at achieving a 51% reduction in carbon emissions by 2030.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The speaker supports a strategic framework aimed at achieving a 51% reduction in carbon emissions through sustainable mobility initiatives.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The Deputy supports initiatives that enhance accessibility and solutions in rural areas.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The Deputy supports initiatives that enhance accessibility and solutions for rural areas.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The Deputy emphasizes the importance of addressing rural accessibility and solutions in development initiatives.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Hildegarde Naughton,The Deputy emphasizes the importance of addressing rural accessibility and solutions alongside urban initiatives.,Support,"Deputy (TD), Minister of State for International and Road Transport and Logistics, Department of Transport, Tourism and Sport","Department of Transport, Tourism and Sport"
Deputy Brian Leddin,The speaker supports rural development through improved transport solutions to address rural-urban inequity.,Support,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker supports rural development through improved rural transport to address rural-urban inequity.,Support,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Duncan Smith,The speaker acknowledges the issue of high carbon emissions from older cars in rural areas and emphasizes the need for affordable electric vehicle options.,Support,"Spokesperson on Climate Action, Labour Party, Dublin Fingal",Political Party
Deputy Seán Canney,"The speaker expresses concern that proposals to reduce carbon emissions will disproportionately burden small family farms, impacting their income and sustainability.",Oppose,"Deputy (TD), Independent, Galway",Political Party
Deputy Seán Canney,The speaker emphasizes the need to protect family farm income and ensure the viability of small farms.,Support,"Deputy (TD), Independent, Galway",Political Party
Deputy Seán Canney,The speaker emphasizes the need to protect family farm income to ensure rural development.,Support,"Deputy (TD), Independent, Galway",Political Party
Deputy Pearse Doherty,"The speaker opposes the EU-MERCOSUR trade deal, viewing it as detrimental to both Irish farmers and climate action efforts.",Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Deputy Pearse Doherty,"The speaker opposes the EU-MERCOSUR trade deal, arguing it undermines climate action and promotes harmful farming practices.",Oppose,"Deputy (TD), Sinn Féin, Donegal",Political Party
Minister for Finance (Deputy Paschal Donohoe),The speaker supports cooperation with farming communities and acknowledges their central role in necessary changes for economic viability.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Deputy Sean Sherlock,The speaker emphasizes the importance of tree planting in removing carbon dioxide and criticizes the failure to meet planting targets.,Oppose,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Sean Sherlock,The speaker emphasizes the critical need for increased tree planting to effectively remove carbon from the atmosphere and expresses concern over missed targets and licensing issues.,Support,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Paschal Donohoe,The speaker supports carbon neutrality and plans to reduce reliance on fossil fuels through renewable energy initiatives.,Support,"Deputy (TD), Minister for Finance, Department of Finance",Department of Finance
Minister of State at the Department of Finance (Deputy Patrick O’Donovan),"The speaker expresses a commitment to resolving issues affecting the community, particularly related to flooding.",Support,"Deputy (TD), Department of Finance",Department of Finance
Deputy Frankie Feighan,The Deputy emphasizes the importance of strong community engagement and services in addressing antisocial behaviour and enhancing community safety.,Support,"Deputy (TD), Fine Gael, Sligo",Political Party
Deputy Frankie Feighan,The Deputy emphasizes the importance of strong community engagement and services to combat antisocial behaviour and enhance community safety.,Support,"Deputy (TD), Fine Gael, Sligo",Political Party
Deputy Charlie McConalogue,The speaker supports rural development through increased funding and schemes for hill farmers.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Charlie McConalogue,The speaker expresses strong support for rural development through increased funding and schemes for hill farmers.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
