Speaker,Topic Thoughts,Sentiment,Labels,Category
Mr. Tadhg Buckley,"Water quality is crucial for both farmers and the community, and access to data on local water quality is currently inadequate.",Neutral,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Mr. Tadhg Buckley,"Water quality is crucial for both farmers and the community, and there is a need for better access to water quality data.",Support,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Senator Tim Lombard,Farmers need timely information about water quality to adapt their practices effectively.,Support,"Senator, Fine Gael, Cork",Political Party
Senator Tim Lombard,The speaker believes that timely information about water quality is crucial for farmers to adapt their practices effectively.,Support,"Senator, Fine Gael, Cork",Political Party
Mr. Francie Gorman,The speaker expresses frustration over the handling of the nitrates action programme and the lack of engagement from political classes.,Oppose,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Deputy Claire Kerrane,"The speaker emphasizes the need for a clear roadmap to improve water quality, involving more than just farmers.",Support,"Deputy (TD), Sinn Féin, Roscommon",Political Party
Deputy Claire Kerrane,"The speaker emphasizes the need for a clear roadmap to improve water quality, highlighting that farmers cannot bear the responsibility alone.",Support,"Deputy (TD), Sinn Féin, Roscommon",Political Party
Mr. Denis Drennan,"Farmers are willing to engage in measures to protect water quality, and practical actions at the farm level are necessary for improvement.",Support,"Chairman, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Francie Gorman,"The speaker acknowledges the importance of water quality and supports measures for improvement, but highlights issues with scheme administration and funding.",Support,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker emphasizes the importance of improving and stabilizing water quality to secure derogation and believes a strong case can be made to the Commission for its necessity.,Support,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker emphasizes the importance of maintaining water quality while acknowledging the agricultural sector's financial vulnerability if regulations change.,Neutral,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker emphasizes the importance of maintaining water quality while expressing concern about the financial impact of regulations on the agricultural sector.,Neutral,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker emphasizes the importance of maintaining good water quality and the need for clarity from the EPA on assessments.,Support,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker believes the nitrates review was flawed and emphasizes the need for a proper review process to maintain derogation.,Oppose,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker believes that the regulations regarding nitrates are unacceptable as they threaten smaller family farms.,Oppose,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Francie Gorman,The speaker believes that the reduction in stocking rates will not significantly improve water quality and will financially harm small family farmers.,Oppose,"Chairman of the Farm Business Committee, Irish Farmers' Association (IFA), Trade Association",Trade Association
Senator Paul Daly,The speaker supports industry-led initiatives for improving water quality and is interested in their effectiveness.,Support,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker supports industry-led initiatives for improving water quality and is interested in their effectiveness.,Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Senator Paul Daly,The speaker supports industry-led projects for improving water quality and believes they are essential for the processing industry.,Support,"Senator, Fianna Fáil, Westmeath",Political Party
Senator Paul Daly,The speaker supports industry-led projects for improving water quality and believes they are essential for the processing industry.,Support,"Senator, Seanad Eireann (Senate of Ireland), Seanad Eireann",Seanad Eireann
Mr. Denis Drennan,Ireland is facing issues with river basin management and has been reprimanded by the EU for not conducting necessary assessments.,Neutral,"Chairman, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Denis Drennan,"The speaker highlights the need for better management of water resources, indicating Ireland is failing in this regard.",Oppose,"Chairman, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Tadhg Buckley,Farmers at 250 kg N/ha need certainty about their future regulations.,Neutral,"Head of Agriculture, AIB (Allied Irish Banks), Financial Services",Telecommunications and Financial Services
Dr. Liam Hanrahan,The speaker emphasizes the importance of improving water quality through the participation of all farmers in nutrient management practices.,Support,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Liam Hanrahan,The speaker advocates for improved water quality through the participation of all farmers in nutrient management practices.,Support,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Liam Hanrahan,The speaker expresses concern that high nitrates issues are impacting the efficiency and viability of farming systems.,Oppose,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Dr. Liam Hanrahan,The speaker emphasizes the importance of maximizing nutrient use efficiency to avoid inefficiencies in the farming system.,Support,"Research Officer in the Pig Development Department, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Senator Tim Lombard,The speaker acknowledges the importance of the nitrates derogation and its potential economic impact on the farming community.,Support,"Senator, Fine Gael, Cork",Political Party
Mr. Conor Mulvihill,"The speaker believes that slurry storage is crucial for water quality improvement, but there is uncertainty regarding its effectiveness and the future of derogations.",Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Mr. Conor Mulvihill,The speaker emphasizes the need for certainty regarding water quality improvement linked to slurry storage.,Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Mr. Billy Cronin,The speaker emphasizes the importance of water quality management in farming practices.,Support,"Chairman of the Farm Services and Environment Committee, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Dale Crammond,The speaker acknowledges the need to address water quality challenges collaboratively with the dairy industry.,Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Dr. Sean McCarthy,"The speaker emphasizes the low carbon intensity of their dairy operations due to a grass-based grazing system, which they consider sustainable.",Support,"Managing Director, Hyperion Ltd, Research and Regulatory",Research and Regulatory
Mr. Billy Cronin,The speaker emphasizes the importance of water recycling and efficiency in processing milk to minimize hydraulic load and reduce the use of potable water.,Support,"Chairman of the Farm Services and Environment Committee, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Billy Cronin,The speaker emphasizes the importance of water recycling and efficiency in managing water usage within the factory.,Support,"Chairman of the Farm Services and Environment Committee, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Billy Cronin,The speaker emphasizes the importance of water efficiency and recycling in the processing of milk to minimize waste and reduce the hydraulic load.,Support,"Chairman of the Farm Services and Environment Committee, Irish Creamery Milk Suppliers Association (ICMSA), Trade Association",Trade Association
Mr. Thomas Ryan,"The speaker supports carbon reduction targets aligned with the science-based target initiative, aiming for objectives by 2030.",Support,"Director of the Environmental and Rural Affairs, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Dale Crammond,The speaker emphasizes the importance of innovation in water quality management and acknowledges the need for new ideas in cleaning and releasing water into watercourses.,Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Dale Crammond,Innovation in agriculture is essential for improving water quality and cleaning processes before discharge into water courses.,Support,"Climate Change and Bioenergy Policy Division, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes that farmers feel persecuted regarding this issue.,Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes the need for a balanced understanding of all contributing factors.,Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes the need for a balanced understanding of multiple pressures.,Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Mr. Conor Mulvihill,The speaker acknowledges agriculture as a significant pressure on water quality but emphasizes the need for a balanced understanding of the issue.,Neutral,"Director, Dairy Industry Ireland (DII), Trade Association",Trade Association
Deputy Michael Fitzmaurice,"The speaker expresses concern that the European water quality targets may be unachievable for farmers, questioning the validity of the standards set.",Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Thomas Ryan,The speaker advocates for farmers to have a nutrient-use score to effectively reduce their carbon footprint.,Support,"Director of the Environmental and Rural Affairs, Irish Farmers' Association (IFA), Trade Association",Trade Association
Dr. Sean McCarthy,The speaker emphasizes the need to manage water quality risks on individual farms carefully.,Support,"Managing Director, Hyperion Ltd, Research and Regulatory",Research and Regulatory
Dr. Sean McCarthy,The speaker emphasizes the need to manage water quality risks on individual farms carefully.,Neutral,"Managing Director, Hyperion Ltd, Research and Regulatory",Research and Regulatory
Dr. Sean McCarthy,The speaker emphasizes the need to focus on individual farm risks to water quality and improve nutrient management.,Support,"Managing Director, Hyperion Ltd, Research and Regulatory",Research and Regulatory
Deputy Michael Fitzmaurice,The speaker expresses concern that a new map inaccurately represents an area with a pristine river as a negative feature.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Simon Coveney,"The speaker supports targeted agricultural modernization schemes to enhance rural development, particularly in the poultry sector.",Support,"Deputy (TD), Deputy Leader and Spokesperson on Foreign Affairs and Trade with Special Responsibility for Brexit, Fine Gael, Cork",Political Party
The Taoiseach,"The speaker supports the establishment of Irish Water for its potential to borrow and invest, indicating a positive stance on water management.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker emphasizes the need to fix and improve water and wastewater systems for the future.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker criticizes Fianna Fáil for neglecting water conservation and emphasizes the need for community involvement in addressing water quality issues.,Oppose,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Mary Lou McDonald,The speaker strongly opposes the government's water charges policy and supports the widespread rejection of the water tax.,Oppose,"President, Sinn Féin, Dublin Central",Political Party
The Taoiseach,"The speaker supports the provision of clean water and proper wastewater treatment facilities, emphasizing the importance of community contributions to this effort.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker supports the current water contribution system as fair and essential for the future of the country.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker supports the establishment of Irish Water to ensure proper quality water facilities and wastewater treatment.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker emphasizes the importance of water conservation.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Ruth Coppinger,The speaker acknowledges the importance of water charges as a significant legislative measure supported by the Government.,Support,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy Ruth Coppinger,The speaker opposes water charges and advocates for non-payment and a boycott of these charges.,Oppose,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy Bernard J. Durkan,"The speaker expresses strong support for the water environment Bill, highlighting its importance for everyone.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Gerry Adams,"The speaker strongly criticizes the government's water charges policy, highlighting its absurdity and the unfairness of billing citizens for a service they do not receive.",Oppose,"Former President, Sinn Féin, Louth",Political Party
The Taoiseach,The speaker emphasizes the importance of understanding the costs associated with water treatment and advocates for modest contributions towards quality water.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker emphasizes the importance of understanding the costs associated with producing quality water and supports modest charges for water services.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,"The speaker supports efforts to provide a proper system of clean, high-quality water for consumers and businesses.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,"The speaker supports efforts to provide a proper system of clean, high-quality water for all.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Gerry Adams,The speaker opposes the introduction of water charges and criticizes the government's handling of water infrastructure.,Oppose,"Former President, Sinn Féin, Louth",Political Party
The Taoiseach,"The speaker supports a fair and affordable charge for water, emphasizing the need for compliance and contribution from all who can pay.",Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Derek Keating,The speaker supports legislation aimed at reducing carbon emissions as part of a broader climate action strategy.,Support,"Former Deputy, Fine Gael, Dublin",Political Party
Deputy Mattie McGrath,"The speaker emphasizes the importance of providing fresh, clean water and expresses concern about the unfair burden of water charges on farmers and businesses.",Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Bernard J. Durkan,The speaker emphasizes the importance of clean and good quality water for the expansion of the dairy industry.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Caoimhghín Ó Caoláin,"The speaker strongly opposes water charges, viewing them as unfair and a form of austerity tax.",Oppose,"Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Brian Stanley,"The speaker advocates for securing water services in public ownership and abolishing Irish Water, which they deem unfit for purpose.",Oppose,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Brian Stanley,"The speaker advocates for securing water services in public ownership and abolishing Irish Water, citing it as unfit for purpose.",Oppose,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Catherine Byrne,The speaker supports the payment of water charges and believes it is a civic duty to ensure access to clean water.,Support,"Deputy (TD),Minister of State for Health Promotion and the National Drugs Strategy, Fine Gael, Department of Health",Political Party
Deputy Liam Twomey,The speaker supports water charges as a means to stop waste and protect access to clean water.,Support,"Former Deputy, Fine Gael, Wexford",Political Party
Deputy Patrick O’Donovan,The speaker supports government assistance for rural residents to improve water quality and access.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker expresses concern about the pollution of water sources and emphasizes the vulnerability it creates for Ireland.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Patrick O’Donovan,The speaker believes that water should be paid for due to the costs associated with its treatment and distribution.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Mick Wallace,"The speaker criticizes the government's handling of water quality and management, calling it a disaster.",Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,"The speaker believes that the government's management of water and sewerage is inadequate and has failed to address significant issues, including raw sewage discharge into rivers and the sea.",Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker believes the government has failed to adequately address the issues of water quality and sewage management in Ireland.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker believes the government's management of water and sewage is inadequate and has failed to address ongoing pollution issues.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker expresses dissatisfaction with the quality of drinking water in Wexford and the ongoing issues with raw sewage in rivers and the sea.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Tom Fleming,The speaker criticizes the establishment of Irish Water as inefficient and primarily focused on revenue generation rather than conservation.,Oppose,"Deputy (TD), Independent, Kerry",Political Party
Deputy Seamus Healy,"The speaker opposes water charges, viewing them as an unfair tax that disproportionately affects ordinary families while benefiting the wealthy.",Oppose,"Deputy (TD), Workers and Unemployed Action Group (WUAG), Tipperary",Political Party
Deputy Clare Daly,"The speaker opposes water charges and believes they unfairly burden the public, particularly working-class communities.",Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Ann Phelan,No specific thought expressed.,Neutral,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Alan Kelly,"The speaker supports the implementation of measures to ensure domestic water charges are certain, affordable, and clear, with a focus on payment options and recovery processes.",Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Paul Murphy,The speaker advocates for the right to free and quality water for everyone in the State.,Support,"Deputy (TD), People Before Profit Alliance, Political Party",Political Party
Deputy Alan Kelly,The speaker believes that water is a valuable resource that requires a sustainable funding model to ensure its availability in the future.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Barry Cowen,The speaker expresses concern about the financial management of water services and the burden it places on taxpayers.,Oppose,"Deputy (TD), Minister for Agriculture, Food and the Marine, Fianna Fáil, Department of Agriculture, Food and the Marine",Political Party
(Deputy Alan Kelly),The speaker supports the administration of water charges and emphasizes the importance of consultations with relevant organizations for drafting legislation.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Alan Kelly,The speaker supports the ongoing consultations regarding water charges and emphasizes the availability of various payment options for consumers.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
Deputy Alan Kelly,The speaker supports fair water bill administration and believes the options presented will be equitable for all strata of society.,Support,"Deputy (TD), Labour Party, Tipperary",Political Party
The Taoiseach,No position expressed on discharge.,Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker believes there will be significant future conflicts over water and advocates for a fair and affordable contribution for its use.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Denise Mitchell,"The speaker strongly opposes water charges and advocates for their abolition, reflecting the will of the people.",Oppose,"Deputy, Spokesperson on Children and Youth Affairs, Sinn Féin, Dublin Bay North",Political Party
Deputy John Brady,The speaker strongly opposes the current water management system and calls for the abolition of Irish Water and water charges due to inefficiency and waste.,Oppose,"Spokesperson on Foreign Affairs and Defence, Sinn Féin, Wicklow",Political Party
Deputy Aengus Ó Snodaigh,The speaker advocates for the elimination of water charges and proper investment in water and sewage systems.,Support,"Deputy (TD), Sinn Féin, Dublin",Political Party
Deputy Michael Moynihan,The speaker emphasizes the need for access to a quality water supply for all communities and criticizes excessive charges for inadequate connections.,Support,"Deputy (TD), Fianna Fáil, Cork",Political Party
Deputy Jan O’Sullivan,The speaker supports reasonable water charges and emphasizes the need for investment in water infrastructure.,Support,"Deputy (TD), Former Minister for Education and Skills, Labour Party, Limerick",Political Party
Deputy Jan O’Sullivan,The speaker acknowledges that water is not free by the time it reaches consumers and emphasizes the need for an honest debate on the issue.,Neutral,"Deputy (TD), Former Minister for Education and Skills, Labour Party, Limerick",Political Party
Deputy Joan Collins,The speaker supports the abolition of household water charges and advocates for public ownership of water resources.,Support,"Deputy (TD), United Left Alliances, Dublin South Central",Political Party
Deputy Michael Harty,"The speaker advocates for wise water usage, metering for excessive use, and maintaining public ownership of water services.",Support,"Deputy (TD), Independent, Clare",Political Party
Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to promote conservation.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker believes in the right to water as a vital resource that should remain publicly owned and advocates for a basic allowance while charging for excess usage to promote conservation.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Caoimhghín Ó Caoláin,"The speaker strongly opposes water charges, viewing them as an unjust tax on a basic human right.",Oppose,"Deputy (TD), Sinn Féin, Monaghan",Political Party
Deputy Damien English,The speaker emphasizes the importance of funding public water services and acknowledges the need for a factual debate on water charges and infrastructure.,Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Damien English,"The speaker advocates for sustainable management and funding of water services, emphasizing the need for public awareness of water costs and the importance of reducing wastage.",Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Mick Wallace,The speaker opposes the privatization of water services and criticizes the current management by Irish Water and foreign corporations.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Clare Daly,The speaker strongly opposes the privatization of water and advocates for its public ownership and management.,Oppose,"Member of the European Parliament (MEP), European Parliament, International organisation",International organisation
Deputy Barry Cowen,The speaker supports the retention of water services in public ownership and emphasizes the need for a constitutional amendment to ensure this.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Fianna Fáil, Department of Agriculture, Food and the Marine",Political Party
Deputy Barry Cowen,The speaker supports retaining water services and infrastructure in public ownership.,Support,"Deputy (TD), Minister for Agriculture, Food and the Marine, Fianna Fáil, Department of Agriculture, Food and the Marine",Political Party
Deputy Thomas Byrne,The speaker supports the principle of retaining water in public ownership and holding a referendum on the issue.,Support,"Deputy (TD), Fianna Fáil, Meath",Political Party
Deputy Louise O’Reilly,"Access to water is viewed as a fundamental human right, and there is a strong opposition to the privatization of water services.",Oppose,"Deputy and Spokesperson on Enterprise, Trade and Employment, Sinn Féin, Dublin Fingal",Political Party
Deputy Brian Stanley,The speaker strongly supports public ownership of water services to prevent privatization.,Support,"Deputy (TD), Sinn Féin, Laois Offaly",Political Party
Deputy Bríd Smith,"The speaker strongly opposes the privatization of water services, advocating for public ownership and control.",Oppose,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament), People Before Profit Alliance, Political Party",Political Party
Deputy Michael Fitzmaurice,The speaker advocates for a single authority over water management to improve efficiency and address growing regulatory challenges.,Support,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Harty,The speaker strongly supports the recognition of water as a fundamental right and advocates for its management and distribution to remain in public ownership.,Support,"Deputy (TD), Independent, Clare",Political Party
Deputy Mattie McGrath,"The speaker advocates for water to be a fully public entity, emphasizing the need for protection and proper management of water resources.",Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Catherine Murphy,The speaker strongly advocates for the public ownership of water and opposes its commodification.,Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Seamus Healy,The speaker strongly supports maintaining water in public ownership and opposes its privatization.,Support,"Deputy (TD), Workers and Unemployed Action Group (WUAG), Tipperary",Political Party
Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes water should be publicly owned and viewed as a basic right, not a commercial product.",Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Stephen S. Donnelly,The speaker supports the public ownership of the water system and advocates for its protection through a constitutional amendment.,Support,"Deputy (TD), Minister for Health, Department of Health",Department of Health
Deputy Thomas P. Broughan,The speaker strongly supports keeping water in public ownership and opposes water taxes and privatization.,Support,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Maureen O’Sullivan,The speaker strongly advocates for public ownership of water resources and opposes privatization due to its negative impacts on communities.,Support,"Deputy (TD), Independent, Dublin Central",Political Party
The Taoiseach,No position expressed on rivers.,Neutral,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker acknowledges the significant volume of water in flooded bogs and indicates a willingness to take action in emergencies affecting people and property.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Catherine Murphy,The speaker emphasizes the devastating impact of flooding on homes and the need for effective flood management strategies.,Support,"Deputy (TD), Co Leader, Social Democrats, Kildare North",Political Party
Deputy Thomas Pringle,The speaker emphasizes the need for government prioritization and emergency funding to address flooding issues in County Donegal.,Support,"Deputy (TD), Independent, Donegal",Political Party
Deputy Ruth Coppinger,The speaker criticizes the inadequate water infrastructure and emphasizes the need for serious government response to flooding issues.,Oppose,"Deputy (Member of the Dail Eireann, the lower house of the Irish Parliament), Solidarity The Left Alternative, Dublin West",Political Party
Deputy John Browne,"The speaker emphasizes the significant flooding problems affecting communities, particularly in Enniscorthy, and the urgent need for effective solutions and compensation for victims.",Support,"Former Deputy, Fianna Fáil, Wexford",Political Party
Deputy Marcella Corcoran Kennedy,"The speaker emphasizes the need for effective management and maintenance of water bodies, particularly the River Shannon, to address flooding issues.",Support,"Deputy (TD), Fine Gael, Offaly",Political Party
Deputy Noel Harrington,The speaker emphasizes the importance of coordinated maintenance and management of water bodies to address flooding issues.,Support,"Former Deputy, Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Tony McLoughlin,The speaker emphasizes the need for better national systems to minimize flood damage and improve responses to flooding crises.,Support,"Former Deputy, Fine Gael, Sligo Leitrim",Political Party
Deputy Tony McLoughlin,The speaker emphasizes the need for improved national systems to minimize flood damage and enhance water management.,Support,"Former Deputy, Fine Gael, Sligo Leitrim",Political Party
Deputy Paul J. Connaughton,The speaker expresses frustration over the lack of timely action and decision-making regarding flood relief efforts.,Oppose,"Deputy (TD), Dail Eireann (Lower House of the Irish Parliament)",Dail Eireann
Deputy Sandra McLellan,The speaker emphasizes the need for effective systems to manage flooding and protect communities from water-related disasters.,Support,"Deputy (TD), Sinn Féin, Cork",Political Party
Deputy Eugene Murphy,The speaker emphasizes the urgent need for a land drainage scheme to address flooding issues affecting farmers.,Support,"Deputy (TD), Fianna Fáil, Roscommon",Political Party
The Taoiseach,The speaker supports the establishment of a water metering capacity and principles to charge for excessive water use while awaiting the committee's recommendations.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Mary Lou McDonald,"The speaker blames the waste of water on infrastructure and government actions, advocating for the abolition of water charges as expressed by the democratic will of the people.",Support,"President, Sinn Féin, Dublin Central",Political Party
The Taoiseach,The speaker supports facilitating necessary legislation regarding water management and acknowledges the importance of addressing wilful wastage of water.,Support,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
The Taoiseach,The speaker expresses a strong aversion to wilful wastage of water and the expectation that taxpayers should bear the cost.,Oppose,"Deputy (TD), The Taoiseach (Prime Minister), Government of Ireland",Government of Ireland
Deputy Sean Sherlock,The speaker emphasizes the need for reliable and adequate wastewater treatment facilities to protect public health and the environment.,Support,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Sean Sherlock,The speaker emphasizes the need for reliable and adequate wastewater treatment facilities to protect public health and comply with EU directives.,Support,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Sean Sherlock,The speaker expresses concern about the current investment plan for water and wastewater treatment and its potential inadequacy.,Oppose,"Deputy (TD), Labour Party, Cork",Political Party
Deputy Damien English,The speaker supports the establishment of a single water utility to drive investment in water infrastructure and emphasizes the importance of conserving water.,Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Damien English,The speaker supports the establishment and protection of a single water utility to drive investment in water and wastewater infrastructure.,Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
Deputy Damien English,The speaker supports the establishment of a single water utility to drive investment in water infrastructure.,Support,"Deputy (TD), Minister of State for Business, Employment and Retail, Department of Business, Employment and Retail","Department of Business, Employment and Retail"
